3
3047
2353 876 152.6 
731 210 145.1 
1997 648 160.3 
3980 1357 156.7 
3887 1269 168.6 
2795 884 150.3 
4355 1607 174.2 
2305 827 159.1 
415 164 194.8 
1673 549 153.3 
822 281 176.4 
2663 909 155.6 
623 227 175.1 
2820 1031 147.1 
28 10 164.7 
272 123 164.5 
109 42 146.5 
76 30 139.9 
153 66 143.8 
14 8 243.6 
799 319 150.8 
239 107 170.8 
166 76 159.4 
21 8 142.8 
22 11 166.3 
214 99 166.2 
117 41 123.4 
94 27 114.5 
144 64 181.8 
205 82 137.7 
25 10 134.3 
286 122 161.1 
56 27 190.6 
164 71 155.5 
68 32 163.5 
564 188 135.7 
435 166 136.7 
125 57 158.2 
691 231 126.1 
100 47 190.3 
84 34 167.8 
154 62 135.2 
108 32 164.3 
18 9 151.6 
334 133 163.1 
1775 637 176.1 
282 105 177.2 
5834 2059 162 
1235 442 163.6 
515 171 167.9 
465 163 158.6 
950 315 173.2 
559 214 183.8 
337 121 180.3 
335 155 194.2 
12 5 111.3 
205 88 200.6 
410 159 149 
38 18 180.3 
108 41 195.7 
90 32 187.4 
101 48 190.6 
107 73 224.2 
862 283 136.5 
183 77 191 
70 33 189.8 
84 31 169.8 
72 27 157.1 
216 109 213.7 
100 43 206.9 
309 120 153.3 
120 44 194.3 
94 39 201.4 
103 48 227.1 
107 49 190.5 
106 44 201.5 
225 82 177.3 
137 65 199.2 
97 52 178.3 
346 156 176.8 
145 52 175.1 
99 48 188.8 
155 59 172.1 
1142 407 150.1 
189 91 185.8 
44 17 149.6 
57 22 176.2 
493 204 155.9 
115 58 159.2 
378 157 156.1 
137 81 212 
110 69 196.1 
235 104 171.4 
171 92 202.4 
97 43 181.8 
518 191 172.5 
460 160 175.6 
40 17 182.2 
72 30 208.4 
224 127 208.1 
178 84 202.5 
312 136 176.7 
121 49 179.9 
176 106 223.4 
171 71 175.9 
272 103 152.3 
405 165 135.4 
64 58 226.6 
46 19 240.8 
250 60 178.2 
995 378 182.2 
117 43 159.3 
320 130 207.4 
55 16 137.6 
51 25 221.7 
120 39 180.3 
709 270 190.3 
190 51 150.5 
139 65 244.9 
391 165 194.5 
108 41 155.2 
773 321 191.9 
985 393 193.6 
22 9 197.3 
249 88 224.4 
67 24 159.2 
489 229 218.1 
51 21 193.1 
948 406 200.2 
576 235 201.2 
162 63 186.6 
181 64 176.1 
406 169 199.3 
1825 688 168.1 
157 58 210.5 
135 23 162.1 
117 59 192.8 
54 21 135.7 
112 60 188.3 
814 296 163.9 
399 144 154.7 
575 235 181.3 
1859 771 178.2 
30 14 194.4 
571 240 184.1 
194 70 157.4 
41 19 161.1 
230 86 163.5 
11 4 115 
362 149 173.1 
489 189 194.6 
505 165 143.5 
273 91 154.9 
8999 2939 152.7 
187 79 170.7 
211 94 203.8 
286 125 149.1 
88 40 178.6 
204 101 178.5 
136 70 172.2 
523 229 178.6 
211 76 168 
2484 940 192.1 
195 83 196.5 
84 55 195.2 
551 168 151.8 
219 86 168.3 
230 111 187.5 
153 67 155.4 
228 100 181.6 
1352 435 165.5 
275 110 173 
186 93 193.4 
72 41 167.6 
260 105 180.1 
883 372 193.8 
1199 454 171 
103 45 200.7 
2809 965 160.2 
12 5 113.5 
78 42 213.1 
492 189 186.7 
138 54 132.5 
512 217 177.6 
855 316 162.7 
33 16 175.3 
75 31 160.3 
4974 1809 177.8 
186 72 180 
343 141 168.7 
144 82 190.2 
222 89 177.2 
108 70 185 
436 160 154.4 
84 39 190.2 
652 325 182.8 
348 137 184.5 
88 37 207.6 
975 379 189.2 
236 120 197 
6825 2231 159.6 
128 54 153.3 
134 62 177 
49 22 171.1 
165 60 193.7 
59 30 199.5 
145 64 194.7 
1060 384 142.2 
99 44 171.8 
228 97 201.8 
1160 439 175.3 
953 382 189.5 
293 134 178.9 
209 102 170.6 
54 29 213.7 
421 157 184.9 
323 131 181.9 
385 168 188.2 
1490 494 157 
10411 3927 197.9 
212 84 199.2 
1962.667684 50 164.1 
1962.667684 497 167.9 
1962.667684 86 189.3 
1962.667684 79 162.6 
1962.667684 63 155.3 
489 169 182.1 
418 159 171.5 
282 100 181.4 
320 116 160.7 
1662 569 164.8 
6146 2183 183.3 
255 97 164.5 
274 105 180.9 
354 134 183.4 
388 141 181.6 
338 128 187.3 
45 17 194.2 
404 134 150.9 
554 196 177 
11217 3824 153.8 
154 59 173.6 
345 133 172 
428 150 174.2 
4243 1507 169.5 
326 115 170.1 
8450 2549 145.8 
8072 2584 145.2 
1385 506 177.1 
1470 542 173.9 
2820 1011 180.4 
657 228 162.9 
1860 628 173.6 
252 95 184.2 
34 15 205 
828 313 181 
213 84 177.2 
745 288 184.9 
65 30 205.2 
298 119 182.2 
398 150 194 
412 147 165.7 
279 107 181.8 
243 93 161.4 
117 42 143.7 
164 61 177 
3590 1216 158.6 
105 45 180.9 
154 54 153.3 
648 240 160.3 
511 215 189 
1007 387 164 
145 61 189.9 
588 206 179.9 
540 183 157.3 
107 33 151.3 
214 93 203.9 
298 112 169.8 
82 33 159.5 
230 98 198.1 
689 255 171.8 
144 58 156.1 
823 293 177.5 
265 113 205.3 
554 253 193 
622 237 194.3 
822 315 189.8 
401 163 174.8 
333 136 183.6 
203 80 189.6 
370 138 180.6 
280 114 184.5 
453 196 198.1 
93 39 215.3 
225 85 137 
24 13 222.3 
783 273 158.6 
257 106 198.5 
3500 1126 155.3 
132 57 185.4 
83 33 167.9 
207 69 136 
611 258 191.3 
404 173 183.5 
431 193 199.1 
219 89 179.7 
134 49 178.6 
17 6 140 
76 31 173.1 
32 12 169.9 
43 19 174.1 
22 12 209.3 
14 5 166.8 
403 137 141.6 
622 198 143.4 
28 13 170.7 
26 12 126 
11 4 93.8 
17 7 127.1 
20 10 227.6 
24 11 166.9 
26 10 174.5 
10 5 205.2 
277 99 162.5 
18 8 147.3 
22 11 232.3 
19 8 160.3 
13 4 104.8 
27 10 134.7 
11 4 108.8 
36 13 148.3 
22 8 125.9 
19 9 124.6 
70 22 153.1 
55 17 151.9 
160 56 165.2 
42 17 196.8 
23 13 205.3 
9 3 137.6 
43 22 177 
26 10 106.5 
67 27 164.9 
35 16 181.4 
14 6 151.7 
90 28 137.7 
61 26 216.9 
31 11 188.2 
9 4 124.8 
15 6 259.1 
126 43 131.8 
10 4 117.6 
130 53 172.5 
19 7 169.4 
53 19 158 
266 99 178.3 
1072 424 174.3 
220 98 195.9 
116 51 201.7 
119 60 212.3 
370 156 194.7 
887 375 166.2 
210 102 198.2 
68 33 214 
27 15 202.4 
146 66 167.6 
63 38 229 
104 46 170.4 
76 27 137.6 
98 54 228.7 
189 83 188.5 
51 18 163.4 
120 62 210 
120 47 167.2 
374 187 191 
296 134 195.3 
190 117 242.9 
93 51 230.9 
53 28 250 
146 63 194 
73 31 186.9 
98 42 190.6 
455 173 174 
92 48 201.6 
78 35 175 
665 292 196.4 
106 39 190.5 
197 94 194.5 
102 50 185 
174 83 200.3 
87 36 190.8 
71 37 220.6 
196 77 170.1 
93 42 184.1 
119 52 233 
435 175 204.1 
116 52 176.9 
39 22 195.2 
102 51 213.5 
50 29 217.6 
61 29 194.4 
85 38 196 
68 36 205.5 
125 66 221.2 
331 135 204.9 
77 39 195.3 
126 61 213.7 
206 104 212.3 
194 112 236.4 
61 28 229.9 
58 24 146.2 
48 25 210.7 
250 102 173.3 
48 24 203.6 
148 69 198.5 
65 29 209.9 
110 62 248.7 
58 27 184.3 
145 76 247.1 
116 57 187.2 
313 138 207.1 
55 25 196.7 
1908 739 182.7 
317 140 190.5 
103 54 212.5 
113 59 202.9 
590 218 169 
60 30 207.4 
57 29 219.4 
583 258 187.5 
68 31 179.5 
134 56 190.4 
81 36 171.7 
255 116 218.7 
113 51 178.9 
756 303 173.1 
406 174 201.4 
50 22 215.9 
117 56 207.9 
6282 2236 147.7 
279 105 166.6 
1296 500 178.7 
298 116 157.4 
84 32 153.3 
75 33 211.9 
5182 1744 151.5 
142 60 185.4 
1038 342 151.5 
3367 1260 152.8 
135 51 165.2 
696 273 177.4 
606 207 130.3 
111 40 138.1 
2899 1078 161.3 
161 60 156.8 
325 121 159.7 
12 5 126.9 
141 57 174.6 
9 3 130.6 
46 17 129.5 
18 6 198.6 
35 12 188.8 
463 173 158.9 
39 14 196.6 
98 31 140.9 
29 10 151.2 
36 16 171.7 
43 16 161 
238 93 151.6 
53 21 170.1 
53 19 182.6 
46 15 164.6 
82 29 151.3 
24 12 165 
193 79 171.4 
64 16 127.4 
25 10 165.6 
42 16 164.9 
30 11 174.2 
46 15 129.5 
13 5 149.4 
6 3 214.4 
812 300 168.9 
179 63 157.5 
46 16 139 
41 15 171.1 
61 23 159 
13 5 135.2 
19 9 156 
203 75 159.1 
53 24 201.4 
47 21 167.3 
140 59 193.1 
45 19 120 
27 11 172.1 
33 14 148.7 
54 16 122.2 
44 14 148.9 
45 19 163 
50 19 128.3 
68 29 159.7 
81 36 177.8 
40 19 155.4 
109 40 139.7 
13 4 104.6 
36 15 168.3 
236 94 177.9 
2341 879 179.7 
13 6 151.9 
37 15 150.3 
18 7 119.2 
16 5 127.2 
37 13 145.5 
146 57 165.2 
16 5 128.2 
17 6 141 
14 6 187.4 
17 7 149 
300 108 160.8 
48 20 155.8 
25 14 223.9 
24 9 183.7 
62 26 155.3 
38 14 155.2 
46 27 201.3 
30 14 185.6 
39 13 136.4 
52 21 161.3 
25 13 203.8 
60 25 161.7 
1163 422 153.5 
200 78 167 
192 69 161.2 
48 18 163.6 
30 9 131.6 
22 9 141.8 
39 18 164.7 
32 14 154.3 
85 34 149.1 
21 9 171.1 
15 7 147.5 
50 23 173.5 
41 16 159.5 
159 60 155.1 
34 16 187.7 
66 29 172.7 
58 29 192.2 
11 4 187.3 
84 31 181.9 
611 213 169.9 
111 47 176.2 
195 78 160.2 
2812 1119 190.8 
74 38 212.3 
99 48 202.8 
273 110 199.1 
183 84 185.6 
227 85 174.7 
116 55 230.9 
246 101 180.5 
285 138 214.7 
178 78 199.9 
143 60 211 
428 183 194.7 
82 40 218.9 
373 156 197.9 
1885 713 172.9 
44 21 230.9 
154 68 213.7 
162 70 185.9 
365 157 211.8 
99 41 183.7 
155 69 204.5 
223 105 219.1 
143 61 213.5 
50 25 219 
127 55 222.6 
71 32 196.5 
310 124 185.3 
102 52 211.3 
2294 871 181.6 
36 22 247.6 
141 63 218.3 
224 99 187.3 
82 34 217.1 
183 85 193 
344 132 170.6 
304 137 195.9 
148 74 210.7 
135 55 211.2 
468 193 176.3 
187 80 220.2 
168 76 216.9 
411 172 187.4 
71 35 229.6 
276 119 207 
592 241 195.4 
36 13 137.3 
126 48 191.1 
189 91 215.6 
137 66 220.1 
52 22 198.4 
38 14 160 
108 56 244 
362 159 189.2 
206 77 193.5 
379 159 198.7 
343 128 187.2 
970 365 177.6 
134 63 255.9 
81 40 227.4 
549 210 185.2 
4118 1757 202.7 
106 48 225.1 
88 39 230.1 
1019 423 187.2 
828 285 162.5 
298 123 208.4 
42 19 217 
117 56 196.1 
117 49 221.3 
36 14 174.1 
215 102 209.6 
663 267 176.7 
93 44 201.4 
182 87 205.4 
158 72 203.7 
788 232 139 
573 219 179.2 
248 156 245.2 
57 25 182.2 
474 163 168.3 
165 76 194.6 
33 16 138.8 
12 6 213.4 
186 81 169.1 
140 58 160.1 
26 9 110.4 
122 45 140 
326 140 181.8 
27 13 212.3 
102 45 151.6 
1184 430 177.3 
6298 2451 157.2 
53 24 154 
107 55 190.7 
455 200 184.8 
1217 464 169.3 
545 193 151.8 
45 19 160.4 
35 16 173.3 
210 97 188.4 
98 44 224 
583 206 172.6 
1401 577 199.4 
1006 396 192.2 
57 25 200.1 
39 10 133.3 
63 28 224.9 
102 38 177.8 
116 52 216.1 
161 64 197.8 
2082 759 178.8 
41 20 250.7 
135 48 212.2 
169 77 211.4 
124 37 140.5 
111 49 222.7 
394 155 205.9 
211 80 225.1 
105 47 217.7 
2350 941 188.6 
179 78 208 
1015 377 182.9 
478 203 198.7 
81 37 209.6 
188 90 205.7 
594 215 186.5 
47 22 181.9 
155 63 186.4 
189 78 181.5 
1619 680 193.6 
760 318 199.7 
106 41 180.7 
146 54 188.2 
707 279 189 
46 18 172.2 
110 46 191.3 
157 64 202.5 
168 75 233.1 
238 92 190.3 
61 28 212.5 
120 48 201.2 
209 87 200.6 
497 202 217.8 
272 106 198.1 
282 118 200.6 
1273 458 177.7 
599 250 207.1 
27 10 142.5 
549 234 213.2 
134 65 220.2 
328 113 180.3 
207 85 204.5 
296 125 224.8 
256 110 205 
126 42 182.8 
65 30 195.6 
73 24 148.2 
96 41 227.5 
600 242 188 
486 200 188.2 
1620 607 173.3 
177 69 167.5 
383 136 165.4 
741 308 193.2 
284 108 169.4 
236 99 170.6 
371 154 189 
929 355 187.5 
128 53 194 
208 82 173.6 
313 139 200.2 
250 93 180.1 
242 110 216.7 
1246 451 173.7 
517 183 172.2 
2676 977 176 
4499 1714 171 
406 153 175.2 
174 69 185.6 
862 326 171.1 
522 207 195.5 
572 239 186.7 
210 84 185.4 
1037 367 155.6 
166 64 154.8 
1302 450 169.9 
1186 346 131.9 
140 59 180 
4139 1292 120.1 
3222 1302 172.7 
254 100 173.8 
433 180 181.5 
151 64 216.5 
280 111 161.9 
782 320 181 
564 221 204.3 
413 164 186.8 
3144 1419 226 
1892 685 163 
860 313 157 
53 24 189.6 
192 78 158 
595 243 139.1 
202 83 173.1 
32 14 193.7 
554 261 184.8 
78 30 181.5 
73 35 167.3 
176 74 152.8 
28 13 182.9 
248 113 180 
283 122 167.6 
31 12 158.8 
106 51 191.1 
41 13 112.5 
37 15 126.3 
27 11 168.7 
171 62 137.3 
295 80 104.1 
102 38 155.9 
1009 268 119.3 
73 25 155.5 
37 13 113.2 
26 8 105.4 
44 19 179.8 
156 48 131.1 
34 12 136.9 
39 14 129 
49 19 131.6 
33 11 138.7 
9 4 166.4 
3540 1056 130.9 
35 16 123.9 
97 39 156.7 
93 35 154.2 
142 32 123.6 
208 59 146.7 
97 35 133.2 
1251 361 120.4 
81 20 114.5 
672 223 124.8 
12 4 129.3 
858 275 134.2 
192 76 173.3 
261 100 176.1 
188 76 184.3 
737 252 159 
48 17 171.3 
232 95 187.8 
48 16 206.1 
128 48 173.7 
174 63 175.5 
161 66 172 
393 150 178.8 
343 123 165.8 
274 112 183.7 
369 133 160.4 
221 106 216.2 
425 174 143.8 
98 50 189.5 
84 35 216.5 
181 81 183.9 
86 36 178.9 
657 224 136.5 
391 163 167.1 
31 14 173 
44 20 220.5 
180 68 148.7 
104 39 165.3 
105 56 175.8 
82 39 191.8 
267 115 160.1 
163 65 201.8 
168 78 172.5 
50 23 214.2 
76 33 182.2 
1557 496 165 
77 38 197.4 
29 13 169.4 
209 90 187.1 
56 24 179.2 
74 46 218.9 
138 60 185.4 
66 29 183.4 
3959 1229 126.9 
272 116 162.9 
78 30 138 
136 56 176.5 
316 124 162 
389 157 185.3 
94 46 189.4 
224 90 200.4 
138 43 153.4 
84 50 196 
85 32 156.5 
69 24 174.7 
211 97 178.3 
568 185 163.7 
1459 565 169.1 
479 163 147.7 
416 176 190.6 
123 54 169.9 
38150 14010 148.4 
611 212 147.5 
1625 483 135.2 
116 43 147.6 
513 197 167.5 
877 343 162.9 
57 24 160.8 
45 13 102.1 
155 62 192.7 
68 34 195.6 
1601 551 140.8 
815 298 170.2 
628 227 144.9 
12694 4410 143.8 
1948 686 153.4 
134 53 167.2 
8857 3377 154.6 
6346 2389 168.9 
216 75 150.4 
7241 2778 168 
419 189 187.9 
13294 4895 157.1 
3948 1387 145.1 
2718 1065 168.9 
1459 520 149.4 
3648 1186 140 
1912 664 142.3 
7334 2355 135 
1225 396 145.4 
1108 465 192 
16 9 158 
257 106 189.1 
290 133 192.6 
2017 744 176.7 
2647 962 163.1 
2075 793 164.9 
386 155 155.1 
372 139 174 
98 41 189.4 
1436 564 155.2 
412 142 159.9 
3629 1234 146.1 
252 108 217.4 
760 282 158.9 
291 116 182.8 
1522 557 162.4 
62 24 165.7 
2362 753 140.1 
68 17 105.2 
24 13 188.6 
24 13 176.2 
1159 340 124.1 
215 80 158.4 
322 138 170.6 
105 39 140.8 
10 4 124.5 
50 15 139.4 
33 14 138.1 
17 7 116 
22 7 110.7 
31 11 160.8 
178 78 163.5 
2459 909 163.7 
7 4 122.2 
406 158 193.8 
984 259 128.4 
138 26 80.8 
102 32 148.3 
2600 825 148.5 
288 110 166.2 
183 58 126.4 
22 7 129.8 
47 16 123.2 
40 12 102.6 
52 21 151.5 
2635 846 141.7 
8 5 200.9 
40 17 161 
23 8 152.5 
233 69 129.3 
1230 419 134.1 
80 35 162.2 
26 11 147.4 
105 42 150.7 
724 281 153.9 
615 264 201 
55 21 164.1 
148 54 147.9 
208 87 151.4 
126 53 162 
100 41 150.9 
20 7 106.1 
74 23 137.9 
26 10 136 
64 12 59.7 
3168 1154 173.9 
113 37 160 
4431 1477 161.5 
387 149 153.9 
2371 1004 180 
715 291 164.4 
7861 2722 159.6 
64 16 146.9 
3932 1349 160.9 
3012 1037 176 
3190 1170 178.6 
4132 1539 171.5 
92 42 177 
62 24 154.2 
484 207 166.7 
228 81 179.3 
161 66 167.7 
114 50 202.3 
47 22 182.5 
223 115 155.7 
616 262 182.3 
125 50 179 
945 370 179 
202 92 170.7 
691 315 187.7 
228 125 181.6 
177 64 167.7 
180 78 184.5 
120 49 169.7 
120 46 157 
49 24 195.8 
114 46 173 
416 153 164 
155 65 174 
781 314 188.1 
112 37 126.7 
571 210 160 
86 36 166 
132 53 165.9 
196 78 184.4 
471 188 165.9 
743 253 153.9 
280 119 182.8 
110 54 217.8 
19 9 228.8 
4630 1813 189.9 
238 95 179.8 
233 91 184.3 
297 113 185.3 
845 282 153.4 
522 181 161.9 
39 18 163.1 
108 57 149.8 
182 99 168.1 
308 119 155.1 
100 41 170.1 
1069 371 166.8 
105 45 168.7 
819 344 186.8 
102 45 195.2 
249 125 163.8 
316 141 176.8 
123 55 208.5 
257 101 168 
659 238 166.9 
107 37 131.8 
162 61 161.1 
160 70 168 
218 72 177 
560 217 185.6 
116 55 209.5 
707 237 153 
2221 750 155.3 
333 147 189.4 
158 70 181.1 
891 332 172.9 
442 165 156.6 
114 36 128.4 
63 27 159.8 
146 58 215.9 
77 26 151.5 
67 30 196.6 
28 15 152.2 
191 81 169 
72 31 159.5 
37 13 163 
49 19 147.8 
435 159 156.1 
73 27 143.3 
367 139 168.2 
16 7 180.6 
158 61 152 
54 20 141.5 
173 65 168.7 
33 11 126.9 
155 49 141.1 
83 23 136.9 
68 24 132.8 
50 21 182.3 
37 17 182.6 
48 17 157 
98 48 210.5 
51 24 171.2 
141 60 225.1 
239 98 179.8 
959 398 206.7 
1189 413 175.5 
110 48 239.7 
55 22 220.9 
7 4 257.8 
136 55 193.2 
728 285 193.7 
102 42 194.1 
42 17 199.1 
75 35 216.1 
346 141 178.6 
55 22 171 
180 70 168.3 
232 82 163.5 
397 149 161.9 
82 33 211.9 
118 59 236 
459 225 249.7 
165 76 234.6 
194 86 212.5 
285 121 185 
430 269 292.5 
146 66 205.5 
184 88 213.6 
227 80 174.3 
67 28 194.5 
137 59 181.3 
116 48 185.3 
54 27 204.2 
160 56 147.8 
178 83 224.4 
326 137 208.6 
69 28 202.6 
235 101 215.8 
150 59 180.8 
129 63 203.2 
40 24 254.5 
697 222 157.3 
158 62 211 
33 13 215.1 
146 58 183.7 
75 40 200.5 
93 39 214.2 
126 63 230.1 
70 37 235 
141 64 215.5 
106 45 175.7 
116 49 184 
49 21 236.9 
144 47 149.4 
77 39 202.5 
250 103 192.1 
269 127 241.1 
101 49 209.4 
69 28 214.5 
49 24 219.7 
114 45 181.7 
90 39 235.8 
139 58 207.4 
105 43 162.6 
74 35 156 
34 21 222.4 
150 64 196.1 
198 85 172.8 
61 30 172.5 
100 50 211.1 
164 72 209.6 
74 31 190.4 
639 229 166.2 
465 195 189.9 
254 126 220.7 
62 26 199.3 
228 84 180.1 
279 107 152.7 
360 153 170.3 
59 28 197.3 
39 21 255.8 
473 207 182.5 
82 40 172.7 
52 22 166.7 
337 119 146.6 
47 22 228.4 
1089 386 176.4 
115 51 196.5 
376 139 168.6 
100 40 179.9 
150 65 206.8 
45 23 194.1 
95 40 179.1 
47 23 206.3 
47 19 123.4 
90 45 200.1 
64 35 166.5 
168 93 230 
550 210 180 
1962.667684 7 136.2 
1962.667684 6 134 
1962.667684 13 197.8 
1962.667684 9 150.7 
1962.667684 3 156.9 
1962.667684 17 155.4 
1962.667684 5 164.2 
1962.667684 19 194.7 
1962.667684 79 162.2 
1962.667684 5 122.6 
1962.667684 4 127.6 
1962.667684 31 178.7 
1962.667684 42 173 
1962.667684 11 165.8 
1962.667684 796 146.8 
1962.667684 9 209.6 
1962.667684 16 129.4 
1962.667684 6 141.4 
1962.667684 4 148.6 
1962.667684 126 166.5 
1962.667684 9 164.5 
1962.667684 31 219.4 
1962.667684 6 129.1 
1962.667684 65 182.9 
1962.667684 70 161.2 
1962.667684 30 143.8 
1962.667684 25 150.8 
1962.667684 11 176.2 
1962.667684 56 150.2 
1962.667684 16 151.3 
1962.667684 99 208.4 
1962.667684 20 193.4 
1962.667684 7 165.4 
1962.667684 25 147.7 
1962.667684 42 183.5 
1962.667684 7 128.7 
1962.667684 10 109.9 
1962.667684 39 181.3 
1962.667684 12 166.2 
1962.667684 13 151.2 
1962.667684 18 182.5 
1962.667684 16 171.1 
1962.667684 36 153.9 
1962.667684 25 177.9 
1962.667684 9 177.8 
1962.667684 152 172.6 
1962.667684 15 154.1 
1962.667684 24 173.6 
1962.667684 70 154.3 
1962.667684 13 164.7 
1962.667684 8 114.3 
1962.667684 20 151.9 
1962.667684 118 175.6 
1962.667684 11 160.5 
1962.667684 864 171.5 
1962.667684 29 164.4 
1962.667684 374 171.6 
1962.667684 7 143.1 
1962.667684 14 161.6 
1962.667684 13 157.6 
1962.667684 9 126 
1962.667684 4 127.9 
1962.667684 10 148.2 
1962.667684 53 170.1 
1962.667684 15 154.5 
1962.667684 9 177.9 
1962.667684 14 150.3 
1962.667684 4 175.5 
1962.667684 18 172.4 
1962.667684 6 177.6 
1962.667684 23 171.1 
1962.667684 16 293.9 
1962.667684 326 221.8 
106 46 200.2 
101 47 195.1 
119 47 202.2 
51 22 191.3 
258 102 192 
79 33 238.5 
177 80 223 
526 183 175.7 
120 45 176.5 
332 130 198.2 
176 68 179.1 
61 23 236.8 
87 38 232.3 
126 51 199.5 
407 126 174 
72 32 202.9 
92 40 224.7 
211 84 195.3 
507 194 198.6 
37 16 213.4 
60 26 217.3 
176 76 232.1 
103 52 254.3 
296 115 183.6 
219 89 210.6 
131 59 266.2 
58 29 202.4 
108 47 205.8 
832 322 160 
29 11 150.7 
59 21 136.5 
81 23 125.2 
24 10 145.4 
22 5 97.9 
15 6 133.8 
66 15 87.6 
123 38 145 
26 9 118.4 
157 74 198.2 
883 329 150.7 
54 24 184.3 
5047 1524 142 
5129 1741 157.5 
1190 389 151.2 
1021 339 154.9 
5021 1788 169 
1573 534 162.6 
754 239 152.3 
569 229 172.2 
125 53 212.4 
176 74 200.3 
940 347 190.7 
2780 1022 177.2 
1447 525 168.7 
2881 1084 182.3 
1031 426 182.4 
131 56 206.1 
1003 395 191.5 
147 72 209.9 
3721 1571 181.2 
8954 3397 157.6 
58 19 154.5 
68 32 174.7 
1366 561 149.8 
1269 557 184.3 
935 357 182.6 
1869 756 123.2 
376 170 203.3 
176 73 160.4 
103 48 195.9 
4383 1638 189.2 
1537 662 186.7 
98 39 197.7 
698 300 174.6 
66 34 216.2 
224 101 184.7 
85 48 209.2 
68 28 135.3 
89 39 189.1 
56 32 188.4 
119 47 161.9 
138 60 163.7 
1300 567 178.1 
115 47 194.1 
769 335 161.6 
6000 2154 168.9 
67 50 191.5 
1056 472 167.3 
74 35 173.5 
34 19 208.1 
2251 879 171.3 
3895 1519 142.1 
950 369 155.8 
561 227 189.6 
296 139 232 
32 17 220.4 
70 41 166.9 
2013 823 146.7 
2696 1089 183.4 
1068 446 146.5 
11495 4052 137.3 
420 181 168.5 
466 171 176.3 
879 380 182.8 
314 146 211.1 
216 101 203.3 
4568 1645 161.7 
1081 413 155.6 
8287 3265 144.3 
3154 1281 176.4 
5978 2528 165 
3846 1386 168.1 
505 226 211.6 
1072 381 149.9 
1630 692 162.4 
3400 1382 186.7 
708 314 190.7 
3000 1247 146.4 
1940 729 160.8 
1067 358 142.9 
240 120 198.7 
120 57 198.5 
214 61 362.8 
3119 1430 178.3 
143 63 209.3 
570 189 169.8 
266 120 206.1 
222 106 207.3 
91 47 225.5 
17 10 258.7 
1083 392 169.2 
29 16 195.8 
473 201 186.9 
30 16 192.4 
91 41 205.3 
420 182 210.2 
124 61 205.2 
241 112 182.4 
31 14 202.1 
24 12 186.6 
322 138 184.6 
173 81 227.9 
244 114 193.7 
30 13 174.4 
35 14 174.7 
15 8 223.9 
22 8 159.7 
74 34 200 
92 43 226.9 
